asset_tag,category_code,department,building,prior_failures_count,prior_work_orders_count,avg_repair_hours_so_far,life_used_percentage,failure_probability,risk_level,predicted_failure_30d
AST-FAC-UPS-00042,FAC-UPS,Computer Science Department,Engineering Building,0,5,2.56,75.83333333333333,0.0755,Low Risk,0
AST-IT-PRINTER-00235,IT-PRINTER,Artificial Intelligence Department,AI and Data Science Building,0,7,2.0,47.66666666666667,0.0752,Low Risk,0
AST-FURN-DESK-00397,FURN-DESK,Unknown,Administration Building,1,2,23.2,47.25,0.0751,Low Risk,0
AST-FURN-CHAIR-00158,FURN-CHAIR,Computer Science Department,Engineering Building,0,0,2.08,32.857142857142854,0.0745,Low Risk,0
AST-FURN-CHAIR-00207,FURN-CHAIR,Data Science Department,AI and Data Science Building,1,1,18.47,15.23809523809524,0.0741,Low Risk,0
AST-FURN-DESK-00301,FURN-DESK,Electrical Engineering Department,Engineering Building,2,3,25.86,57.333333333333336,0.0738,Low Risk,0
AST-FAC-UPS-00378,FAC-UPS,Computer Science Department,Engineering Building,1,7,3.97,130.16666666666666,0.0732,Low Risk,0
AST-IT-MONITOR-00079,IT-MONITOR,Data Science Department,AI and Data Science Building,0,3,1.49,51.527777777777786,0.0732,Low Risk,0
AST-IT-MONITOR-00295,IT-MONITOR,Unknown,Administration Building,1,3,5.44,57.638888888888886,0.0731,Low Risk,0
AST-IT-MONITOR-00129,IT-MONITOR,Electrical Engineering Department,Engineering Building,0,2,1.95,80.55555555555556,0.0728,Low Risk,0
AST-FURN-CAB-00208,FURN-CAB,Unknown,Administration Building,1,1,26.52,25.763888888888893,0.0728,Low Risk,0
AST-IT-MONITOR-00199,IT-MONITOR,Electrical Engineering Department,Engineering Building,0,3,2.18,79.72222222222221,0.0728,Low Risk,0
AST-IT-MONITOR-00126,IT-MONITOR,Electrical Engineering Department,Engineering Building,0,3,1.6,68.88888888888889,0.0727,Low Risk,0
AST-IT-LAPTOP-00322,IT-LAPTOP,Computer Science Department,Engineering Building,0,2,2.68,22.5,0.0726,Low Risk,0
AST-FAC-UPS-00258,FAC-UPS,Artificial Intelligence Department,AI and Data Science Building,0,6,2.22,68.66666666666667,0.0726,Low Risk,0
AST-IT-PROJ-00213,IT-PROJ,Unknown,Administration Building,0,0,2.08,43.125,0.0721,Low Risk,0
AST-IT-PC-00413,IT-PC,Electrical Engineering Department,Engineering Building,0,2,2.63,18.000000000000004,0.0721,Low Risk,0
AST-IT-LAPTOP-00131,IT-LAPTOP,Unknown,Administration Building,1,5,5.93,41.04166666666666,0.0717,Low Risk,0
AST-FAC-UPS-00066,FAC-UPS,Electrical Engineering Department,Engineering Building,0,6,1.16,98.0,0.0712,Low Risk,0
AST-IT-MONITOR-00104,IT-MONITOR,Artificial Intelligence Department,AI and Data Science Building,0,2,1.8,52.77777777777778,0.0708,Low Risk,0
AST-LAB-3DP-00071,LAB-3DP,Unknown,Administration Building,1,1,13.58,104.58333333333334,0.0706,Low Risk,0
AST-IT-PC-00242,IT-PC,Artificial Intelligence Department,AI and Data Science Building,0,3,1.62,29.5,0.0704,Low Risk,0
AST-IT-PC-00365,IT-PC,Data Science Department,AI and Data Science Building,0,5,2.19,47.66666666666667,0.07,Low Risk,0
AST-FURN-CAB-00376,FURN-CAB,Unknown,Administration Building,0,0,2.08,23.958333333333336,0.0695,Low Risk,0
AST-IT-MONITOR-00176,IT-MONITOR,Artificial Intelligence Department,AI and Data Science Building,0,3,2.04,53.05555555555556,0.0694,Low Risk,0
AST-IT-LAPTOP-00394,IT-LAPTOP,Artificial Intelligence Department,AI and Data Science Building,1,7,5.13,67.70833333333334,0.0687,Low Risk,0
AST-FAC-AC-00209,FAC-AC,Data Science Department,AI and Data Science Building,0,12,1.55,78.85416666666667,0.0686,Low Risk,0
AST-IT-MONITOR-00055,IT-MONITOR,Unknown,Administration Building,0,2,1.46,59.86111111111111,0.0682,Low Risk,0
AST-IT-PC-00025,IT-PC,Unknown,Administration Building,0,4,2.23,39.49999999999999,0.0682,Low Risk,0
AST-FURN-CHAIR-00110,FURN-CHAIR,Unknown,Administration Building,0,0,2.08,69.64285714285714,0.0668,Low Risk,0
AST-FURN-DESK-00300,FURN-DESK,Unknown,Administration Building,0,1,2.08,32.74999999999999,0.0658,Low Risk,0
AST-FURN-DESK-00036,FURN-DESK,Computer Science Department,Engineering Building,0,1,1.85,44.583333333333336,0.0653,Low Risk,0
AST-IT-PROJ-00261,IT-PROJ,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,22.5,0.0651,Low Risk,0
AST-LAB-OSC-00262,LAB-OSC,Artificial Intelligence Department,AI and Data Science Building,1,4,8.73,45.91666666666666,0.0647,Low Risk,0
AST-FURN-CHAIR-00038,FURN-CHAIR,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,57.26190476190476,0.0646,Low Risk,0
AST-IT-PROJ-00117,IT-PROJ,Unknown,Administration Building,0,0,2.08,55.41666666666667,0.0641,Low Risk,0
AST-IT-PC-00173,IT-PC,Computer Science Department,Engineering Building,0,3,2.11,28.000000000000004,0.0641,Low Risk,0
AST-FURN-CHAIR-00398,FURN-CHAIR,Computer Science Department,Engineering Building,0,0,2.08,79.28571428571428,0.0635,Low Risk,0
AST-FURN-DESK-00396,FURN-DESK,Unknown,Administration Building,0,1,2.9,53.25,0.0634,Low Risk,0
AST-FAC-AC-00281,FAC-AC,Electrical Engineering Department,Engineering Building,0,12,1.88,50.9375,0.0631,Low Risk,0
AST-LAB-OSC-00358,LAB-OSC,Computer Science Department,Engineering Building,0,2,1.65,17.25,0.062,Low Risk,0
AST-IT-PROJ-00333,IT-PROJ,Data Science Department,AI and Data Science Building,0,0,2.08,61.66666666666667,0.0616,Low Risk,0
AST-IT-PC-00144,IT-PC,Computer Science Department,Engineering Building,0,2,1.9,16.5,0.0614,Low Risk,0
AST-IT-MONITOR-00270,IT-MONITOR,Computer Science Department,Engineering Building,2,5,10.45,82.22222222222223,0.0612,Low Risk,0
AST-IT-PC-00218,IT-PC,Unknown,Administration Building,0,5,1.76,41.0,0.0603,Low Risk,0
AST-FURN-DESK-00276,FURN-DESK,Computer Science Department,Engineering Building,0,2,1.95,24.666666666666668,0.0603,Low Risk,0
AST-FURN-DESK-00325,FURN-DESK,Unknown,Administration Building,1,2,9.28,23.0,0.0602,Low Risk,0
AST-FURN-CAB-00328,FURN-CAB,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,25.833333333333336,0.0601,Low Risk,0
AST-IT-LAPTOP-00011,IT-LAPTOP,Electrical Engineering Department,Engineering Building,0,6,1.99,98.33333333333334,0.06,Low Risk,0
AST-IT-MONITOR-00344,IT-MONITOR,Artificial Intelligence Department,AI and Data Science Building,0,3,2.11,51.94444444444444,0.0595,Low Risk,0
AST-IT-MONITOR-00390,IT-MONITOR,Artificial Intelligence Department,AI and Data Science Building,0,3,1.27,39.72222222222223,0.0594,Low Risk,0
AST-FAC-AC-00305,FAC-AC,Unknown,Administration Building,0,11,1.63,39.89583333333333,0.0588,Low Risk,0
AST-IT-SWITCH-00260,IT-SWITCH,Computer Science Department,Engineering Building,1,4,9.15,53.57142857142857,0.0575,Low Risk,0
AST-FURN-CHAIR-00039,FURN-CHAIR,Data Science Department,AI and Data Science Building,0,0,2.08,66.66666666666666,0.0572,Low Risk,0
AST-FAC-UPS-00210,FAC-UPS,Computer Science Department,Engineering Building,0,5,2.29,62.0,0.0569,Low Risk,0
AST-IT-PROJ-00141,IT-PROJ,Data Science Department,AI and Data Science Building,0,0,2.08,65.625,0.0565,Low Risk,0
AST-LAB-OSC-00166,LAB-OSC,Artificial Intelligence Department,AI and Data Science Building,0,3,1.47,50.74999999999999,0.0562,Low Risk,0
AST-FURN-CHAIR-00279,FURN-CHAIR,Unknown,Administration Building,0,0,2.08,61.07142857142856,0.0561,Low Risk,0
AST-FURN-CHAIR-00086,FURN-CHAIR,Unknown,Administration Building,0,0,2.08,49.04761904761905,0.0561,Low Risk,0
AST-FAC-AC-00185,FAC-AC,Electrical Engineering Department,Engineering Building,1,10,3.33,26.666666666666668,0.0557,Low Risk,0
AST-IT-LAPTOP-00275,IT-LAPTOP,Electrical Engineering Department,Engineering Building,0,6,1.7,128.33333333333334,0.0555,Low Risk,0
AST-LAB-3DP-00191,LAB-3DP,Unknown,Administration Building,0,0,2.08,84.02777777777779,0.0552,Low Risk,0
AST-FURN-CHAIR-00135,FURN-CHAIR,Computer Science Department,Engineering Building,0,0,2.08,82.26190476190476,0.0551,Low Risk,0
AST-FURN-CAB-00136,FURN-CAB,Unknown,Administration Building,0,0,2.08,25.555555555555557,0.054,Low Risk,0
AST-LAB-OSC-00070,LAB-OSC,Unknown,Administration Building,0,3,2.08,58.25,0.0535,Low Risk,0
AST-IT-PRINTER-00091,IT-PRINTER,Unknown,Administration Building,0,5,2.34,32.83333333333333,0.0535,Low Risk,0
AST-IT-PC-00267,IT-PC,Data Science Department,AI and Data Science Building,1,6,4.87,46.0,0.0534,Low Risk,0
AST-LAB-3DP-00239,LAB-3DP,Unknown,Administration Building,0,0,2.08,70.55555555555554,0.0527,Low Risk,0
AST-IT-PRINTER-00283,IT-PRINTER,Unknown,Administration Building,2,7,11.34,32.83333333333333,0.0526,Low Risk,0
AST-FURN-DESK-00037,FURN-DESK,Electrical Engineering Department,Engineering Building,0,1,2.6,48.58333333333333,0.0523,Low Risk,0
AST-IT-MONITOR-00031,IT-MONITOR,Data Science Department,AI and Data Science Building,0,2,1.54,28.75,0.0519,Low Risk,0
AST-FURN-CHAIR-00134,FURN-CHAIR,Computer Science Department,Engineering Building,0,0,2.08,38.69047619047619,0.0514,Low Risk,0
AST-LAB-OSC-00310,LAB-OSC,Unknown,Administration Building,0,3,1.39,61.083333333333336,0.0514,Low Risk,0
AST-IT-PC-00315,IT-PC,Data Science Department,AI and Data Science Building,0,5,2.46,44.333333333333336,0.051,Low Risk,0
AST-FURN-CHAIR-00015,FURN-CHAIR,Unknown,Administration Building,0,0,2.08,25.83333333333333,0.0487,Low Risk,0
AST-FURN-CAB-00304,FURN-CAB,Unknown,Administration Building,0,0,2.08,37.708333333333336,0.0486,Low Risk,0
AST-FURN-CHAIR-00159,FURN-CHAIR,Electrical Engineering Department,Engineering Building,0,0,2.08,44.52380952380952,0.0483,Low Risk,0
AST-FURN-CHAIR-00302,FURN-CHAIR,Computer Science Department,Engineering Building,0,0,2.08,10.595238095238097,0.0479,Low Risk,0
AST-FURN-CHAIR-00351,FURN-CHAIR,Unknown,Administration Building,1,1,19.7,37.5,0.0477,Low Risk,0
AST-IT-PC-00101,IT-PC,Unknown,Administration Building,0,5,1.96,54.16666666666666,0.0476,Low Risk,0
AST-IT-PC-00312,IT-PC,Artificial Intelligence Department,AI and Data Science Building,1,6,6.92,52.5,0.0473,Low Risk,0
AST-IT-PC-00003,IT-PC,Data Science Department,AI and Data Science Building,0,4,1.72,32.83333333333333,0.0466,Low Risk,0
AST-IT-MONITOR-00296,IT-MONITOR,Computer Science Department,Engineering Building,0,3,2.64,38.333333333333336,0.0465,Low Risk,0
AST-IT-PC-00264,IT-PC,Unknown,Administration Building,0,2,2.13,19.666666666666668,0.0465,Low Risk,0
AST-FAC-UPS-00306,FAC-UPS,Computer Science Department,Engineering Building,0,6,2.09,128.5,0.0461,Low Risk,0
AST-FURN-CAB-00040,FURN-CAB,Unknown,Administration Building,0,0,2.08,36.66666666666666,0.046,Low Risk,0
AST-FAC-AC-00041,FAC-AC,Electrical Engineering Department,Engineering Building,0,12,1.94,76.66666666666666,0.046,Low Risk,0
AST-IT-LAPTOP-00107,IT-LAPTOP,Electrical Engineering Department,Engineering Building,0,5,1.38,107.29166666666669,0.0459,Low Risk,0
AST-FURN-CHAIR-00206,FURN-CHAIR,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,31.66666666666667,0.0455,Low Risk,0
AST-FURN-DESK-00013,FURN-DESK,Electrical Engineering Department,Engineering Building,0,1,2.37,25.5,0.0449,Low Risk,0
AST-FURN-CHAIR-00327,FURN-CHAIR,Electrical Engineering Department,Engineering Building,0,0,2.08,82.02380952380953,0.0448,Low Risk,0
AST-IT-PC-00289,IT-PC,Unknown,Administration Building,1,7,7.58,55.833333333333336,0.0447,Low Risk,0
AST-LAB-OSC-00094,LAB-OSC,Artificial Intelligence Department,AI and Data Science Building,0,3,2.42,61.25000000000001,0.0446,Low Risk,0
AST-LAB-OSC-00382,LAB-OSC,Computer Science Department,Engineering Building,1,3,6.72,14.000000000000002,0.0444,Low Risk,0
AST-FURN-CHAIR-00231,FURN-CHAIR,Data Science Department,AI and Data Science Building,0,0,2.08,49.88095238095238,0.0442,Low Risk,0
AST-FURN-DESK-00084,FURN-DESK,Artificial Intelligence Department,AI and Data Science Building,0,2,2.15,30.666666666666664,0.0432,Low Risk,0
AST-IT-PROJ-00069,IT-PROJ,Data Science Department,AI and Data Science Building,0,0,2.08,12.291666666666668,0.0432,Low Risk,0
AST-IT-MONITOR-00366,IT-MONITOR,Unknown,Administration Building,0,1,1.77,13.750000000000002,0.0431,Low Risk,0
AST-FURN-CHAIR-00087,FURN-CHAIR,Electrical Engineering Department,Engineering Building,0,0,2.08,39.88095238095239,0.043,Low Risk,0
AST-LAB-3DP-00167,LAB-3DP,Unknown,Administration Building,0,0,2.08,65.27777777777779,0.0428,Low Risk,0
AST-IT-PC-00384,IT-PC,Artificial Intelligence Department,AI and Data Science Building,0,4,1.23,34.5,0.0412,Low Risk,0
AST-FURN-DESK-00372,FURN-DESK,Computer Science Department,Engineering Building,0,1,2.45,40.583333333333336,0.0408,Low Risk,0
AST-FURN-DESK-00205,FURN-DESK,Electrical Engineering Department,Engineering Building,0,1,2.08,22.166666666666668,0.0407,Low Risk,0
AST-IT-SWITCH-00020,IT-SWITCH,Unknown,Administration Building,0,2,1.72,70.23809523809523,0.0399,Low Risk,0
AST-IT-MONITOR-00321,IT-MONITOR,Electrical Engineering Department,Engineering Building,1,3,14.74,34.166666666666664,0.0398,Low Risk,0
AST-IT-PC-00028,IT-PC,Artificial Intelligence Department,AI and Data Science Building,0,5,1.76,47.66666666666667,0.0389,Low Risk,0
AST-IT-PRINTER-00043,IT-PRINTER,Data Science Department,AI and Data Science Building,0,4,2.13,21.333333333333336,0.0382,Low Risk,0
AST-FURN-DESK-00228,FURN-DESK,Unknown,Administration Building,0,1,2.15,26.25,0.0381,Low Risk,0
AST-FURN-DESK-00229,FURN-DESK,Unknown,Administration Building,1,2,20.79,25.5,0.0376,Low Risk,0
AST-IT-PC-00197,IT-PC,Data Science Department,AI and Data Science Building,0,6,2.14,54.16666666666666,0.0367,Low Risk,0
AST-IT-SWITCH-00068,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,0,3,1.24,64.52380952380953,0.0366,Low Risk,0
AST-IT-PC-00073,IT-PC,Electrical Engineering Department,Engineering Building,0,6,1.07,107.0,0.0366,Low Risk,0
AST-FAC-UPS-00186,FAC-UPS,Artificial Intelligence Department,AI and Data Science Building,0,5,1.67,62.33333333333333,0.0366,Low Risk,0
AST-IT-LAPTOP-00419,IT-LAPTOP,Electrical Engineering Department,Engineering Building,0,6,1.38,89.58333333333334,0.0365,Low Risk,0
AST-LAB-3DP-00335,LAB-3DP,Unknown,Administration Building,0,0,2.08,62.91666666666666,0.0365,Low Risk,0
AST-FURN-DESK-00180,FURN-DESK,Artificial Intelligence Department,AI and Data Science Building,0,1,2.53,8.25,0.0363,Low Risk,0
AST-FURN-DESK-00252,FURN-DESK,Artificial Intelligence Department,AI and Data Science Building,0,1,1.07,42.25000000000001,0.036,Low Risk,0
AST-IT-MONITOR-00320,IT-MONITOR,Unknown,Administration Building,0,2,1.62,28.75,0.0356,Low Risk,0
AST-FURN-CHAIR-00375,FURN-CHAIR,Data Science Department,AI and Data Science Building,0,0,2.08,38.69047619047619,0.0354,Low Risk,0
AST-IT-MONITOR-00056,IT-MONITOR,Computer Science Department,Engineering Building,0,2,1.72,31.52777777777778,0.0352,Low Risk,0
AST-LAB-3DP-00311,LAB-3DP,Electrical Engineering Department,Engineering Building,0,0,2.08,79.30555555555556,0.0351,Low Risk,0
AST-IT-PC-00072,IT-PC,Computer Science Department,Engineering Building,0,2,2.24,14.833333333333334,0.035,Low Risk,0
AST-IT-MONITOR-00103,IT-MONITOR,Electrical Engineering Department,Engineering Building,0,1,1.98,17.77777777777778,0.0348,Low Risk,0
AST-FURN-DESK-00181,FURN-DESK,Data Science Department,AI and Data Science Building,0,2,2.23,40.91666666666667,0.0341,Low Risk,0
AST-FAC-AC-00065,FAC-AC,Unknown,Administration Building,0,3,1.98,7.187500000000001,0.0338,Low Risk,0
AST-IT-PC-00077,IT-PC,Electrical Engineering Department,Engineering Building,0,3,1.52,29.5,0.0331,Low Risk,0
AST-FURN-CAB-00160,FURN-CAB,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,35.55555555555556,0.0322,Low Risk,0
AST-FAC-AC-00161,FAC-AC,Artificial Intelligence Department,AI and Data Science Building,0,11,1.43,46.14583333333333,0.0322,Low Risk,0
AST-IT-MONITOR-00102,IT-MONITOR,Computer Science Department,Engineering Building,0,2,2.53,23.33333333333333,0.0309,Low Risk,0
AST-FAC-AC-00401,FAC-AC,Unknown,Administration Building,0,11,1.67,38.645833333333336,0.0307,Low Risk,0
AST-LAB-3DP-00143,LAB-3DP,Electrical Engineering Department,Engineering Building,0,0,2.08,47.91666666666667,0.0305,Low Risk,0
AST-IT-MONITOR-00033,IT-MONITOR,Data Science Department,AI and Data Science Building,0,2,1.95,24.58333333333333,0.0305,Low Risk,0
AST-LAB-OSC-00334,LAB-OSC,Artificial Intelligence Department,AI and Data Science Building,0,3,1.4,30.666666666666664,0.0304,Low Risk,0
AST-FURN-CHAIR-00183,FURN-CHAIR,Unknown,Administration Building,0,0,2.08,37.5,0.0299,Low Risk,0
AST-IT-PRINTER-00019,IT-PRINTER,Unknown,Administration Building,0,2,2.78,8.166666666666668,0.0298,Low Risk,0
AST-FURN-DESK-00157,FURN-DESK,Unknown,Administration Building,0,1,2.4,4.916666666666667,0.0297,Low Risk,0
AST-IT-MONITOR-00174,IT-MONITOR,Computer Science Department,Engineering Building,0,2,2.25,20.55555555555556,0.0292,Low Risk,0
AST-IT-PC-00050,IT-PC,Unknown,Administration Building,0,4,1.4,37.83333333333333,0.0291,Low Risk,0
AST-IT-LAPTOP-00083,IT-LAPTOP,Electrical Engineering Department,Engineering Building,0,6,1.58,148.75,0.029,Low Risk,0
AST-IT-MONITOR-00175,IT-MONITOR,Data Science Department,AI and Data Science Building,1,3,7.74,32.916666666666664,0.0287,Low Risk,0
AST-FURN-DESK-00324,FURN-DESK,Artificial Intelligence Department,AI and Data Science Building,1,3,9.83,21.333333333333336,0.0285,Low Risk,0
AST-IT-PC-00027,IT-PC,Electrical Engineering Department,Engineering Building,0,4,1.43,36.16666666666666,0.0284,Low Risk,0
AST-IT-MONITOR-00032,IT-MONITOR,Computer Science Department,Engineering Building,0,1,2.3,15.000000000000002,0.0281,Low Risk,0
AST-FAC-AC-00113,FAC-AC,Electrical Engineering Department,Engineering Building,0,12,1.2,75.20833333333333,0.0279,Low Risk,0
AST-IT-MONITOR-00008,IT-MONITOR,Artificial Intelligence Department,AI and Data Science Building,0,2,2.21,34.166666666666664,0.0277,Low Risk,0
AST-IT-LAPTOP-00035,IT-LAPTOP,Unknown,Administration Building,0,2,1.9,24.583333333333336,0.0274,Low Risk,0
AST-IT-MONITOR-00151,IT-MONITOR,Data Science Department,AI and Data Science Building,1,2,44.58,20.55555555555556,0.027,Low Risk,0
AST-FAC-AC-00329,FAC-AC,Data Science Department,AI and Data Science Building,0,11,1.83,39.0625,0.0267,Low Risk,0
AST-LAB-3DP-00407,LAB-3DP,Unknown,Administration Building,0,0,2.08,32.916666666666664,0.0261,Low Risk,0
AST-LAB-3DP-00023,LAB-3DP,Unknown,Administration Building,0,0,2.08,15.000000000000002,0.026,Low Risk,0
AST-FURN-CAB-00400,FURN-CAB,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,14.374999999999998,0.026,Low Risk,0
AST-IT-SWITCH-00380,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,1,4,7.23,49.76190476190476,0.026,Low Risk,0
AST-IT-SWITCH-00092,IT-SWITCH,Computer Science Department,Engineering Building,1,4,4.76,67.14285714285714,0.0258,Low Risk,0
AST-LAB-3DP-00359,LAB-3DP,Data Science Department,AI and Data Science Building,0,0,2.08,38.333333333333336,0.0253,Low Risk,0
AST-IT-MONITOR-00319,IT-MONITOR,Data Science Department,AI and Data Science Building,0,2,2.66,19.166666666666668,0.0253,Low Risk,0
AST-FAC-AC-00353,FAC-AC,Electrical Engineering Department,Engineering Building,0,4,1.52,11.25,0.0252,Low Risk,0
AST-FURN-DESK-00109,FURN-DESK,Data Science Department,AI and Data Science Building,0,1,2.4,9.833333333333334,0.0248,Low Risk,0
AST-IT-SWITCH-00236,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,0,1,1.52,7.023809523809524,0.0244,Low Risk,0
AST-IT-MONITOR-00150,IT-MONITOR,Artificial Intelligence Department,AI and Data Science Building,0,2,1.5,31.52777777777778,0.0242,Low Risk,0
AST-FURN-DESK-00061,FURN-DESK,Unknown,Administration Building,1,2,12.56,17.25,0.024,Low Risk,0
AST-IT-PC-00172,IT-PC,Unknown,Administration Building,0,5,1.03,41.0,0.0238,Low Risk,0
AST-FAC-UPS-00234,FAC-UPS,Computer Science Department,Engineering Building,0,4,1.36,37.83333333333333,0.0232,Low Risk,0
AST-IT-SWITCH-00284,IT-SWITCH,Unknown,Administration Building,0,3,1.41,55.23809523809524,0.0228,Low Risk,0
AST-IT-PC-00221,IT-PC,Unknown,Administration Building,0,3,1.57,23.0,0.0226,Low Risk,0
AST-IT-PC-00196,IT-PC,Artificial Intelligence Department,AI and Data Science Building,0,2,2.64,13.166666666666668,0.0226,Low Risk,0
AST-IT-SWITCH-00356,IT-SWITCH,Unknown,Administration Building,0,3,1.87,43.6904761904762,0.0215,Low Risk,0
AST-FURN-DESK-00156,FURN-DESK,Artificial Intelligence Department,AI and Data Science Building,0,1,1.48,19.75,0.0214,Low Risk,0
AST-IT-PRINTER-00307,IT-PRINTER,Electrical Engineering Department,Engineering Building,0,5,1.93,28.000000000000004,0.0208,Low Risk,0
AST-FURN-CHAIR-00374,FURN-CHAIR,Artificial Intelligence Department,AI and Data Science Building,0,0,2.08,16.428571428571427,0.0207,Low Risk,0
AST-IT-PC-00360,IT-PC,Unknown,Administration Building,0,1,1.65,8.166666666666668,0.0198,Low Risk,0
AST-FURN-CHAIR-00254,FURN-CHAIR,Computer Science Department,Engineering Building,0,0,2.08,9.404761904761903,0.0195,Low Risk,0
AST-LAB-3DP-00383,LAB-3DP,Electrical Engineering Department,Engineering Building,1,1,41.62,42.50000000000001,0.0192,Low Risk,0
AST-LAB-3DP-00095,LAB-3DP,Data Science Department,AI and Data Science Building,0,0,2.08,15.000000000000002,0.0191,Low Risk,0
AST-IT-PRINTER-00067,IT-PRINTER,Electrical Engineering Department,Engineering Building,0,4,1.55,26.333333333333336,0.0182,Low Risk,0
AST-IT-MONITOR-00273,IT-MONITOR,Unknown,Administration Building,0,1,2.75,17.77777777777778,0.0182,Low Risk,0
AST-FURN-DESK-00012,FURN-DESK,Artificial Intelligence Department,AI and Data Science Building,0,1,0.73,14.000000000000002,0.0176,Low Risk,0
AST-IT-MONITOR-00057,IT-MONITOR,Computer Science Department,Engineering Building,0,1,2.82,12.36111111111111,0.0169,Low Risk,0
AST-IT-SWITCH-00404,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,0,1,1.47,11.785714285714285,0.0156,Low Risk,0
AST-IT-SWITCH-00140,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,0,1,1.98,9.404761904761903,0.0148,Low Risk,0
AST-FURN-DESK-00108,FURN-DESK,Computer Science Department,Engineering Building,0,1,0.9,14.75,0.0146,Low Risk,0
AST-IT-SWITCH-00308,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,0,3,1.18,44.40476190476191,0.0144,Low Risk,0
AST-FURN-CHAIR-00399,FURN-CHAIR,Data Science Department,AI and Data Science Building,0,0,2.08,5.833333333333333,0.0138,Low Risk,0
AST-IT-MONITOR-00414,IT-MONITOR,Computer Science Department,Engineering Building,0,1,1.43,15.000000000000002,0.0136,Low Risk,0
AST-FAC-UPS-00354,FAC-UPS,Artificial Intelligence Department,AI and Data Science Building,0,2,2.2,24.666666666666668,0.0127,Low Risk,0
AST-IT-SWITCH-00164,IT-SWITCH,Computer Science Department,Engineering Building,0,2,1.59,20.0,0.0127,Low Risk,0
AST-IT-PC-00004,IT-PC,Unknown,Administration Building,0,3,0.97,21.333333333333336,0.0114,Low Risk,0
AST-IT-MONITOR-00294,IT-MONITOR,Unknown,Administration Building,0,3,1.19,35.55555555555556,0.011,Low Risk,0
AST-IT-MONITOR-00223,IT-MONITOR,Unknown,Administration Building,0,1,0.75,15.000000000000002,0.0098,Low Risk,0
AST-FAC-UPS-00018,FAC-UPS,Artificial Intelligence Department,AI and Data Science Building,0,3,1.82,29.5,0.0094,Low Risk,0
AST-IT-PC-00386,IT-PC,Unknown,Administration Building,0,2,0.78,14.833333333333334,0.0092,Low Risk,0
AST-IT-SWITCH-00332,IT-SWITCH,Computer Science Department,Engineering Building,0,2,0.65,42.26190476190476,0.009,Low Risk,0
AST-IT-PRINTER-00115,IT-PRINTER,Unknown,Administration Building,0,3,1.16,19.666666666666668,0.0085,Low Risk,0
AST-IT-MONITOR-00415,IT-MONITOR,Data Science Department,AI and Data Science Building,0,2,1.13,23.33333333333333,0.0085,Low Risk,0
AST-IT-SWITCH-00044,IT-SWITCH,Artificial Intelligence Department,AI and Data Science Building,0,3,1.67,37.5,0.0068,Low Risk,0
AST-IT-MONITOR-00369,IT-MONITOR,Data Science Department,AI and Data Science Building,0,1,0.55,16.38888888888889,0.0068,Low Risk,0
AST-IT-PC-00266,IT-PC,Computer Science Department,Engineering Building,0,1,0.5,8.166666666666668,0.0054,Low Risk,0
AST-FAC-UPS-00282,FAC-UPS,Data Science Department,AI and Data Science Building,0,3,0.83,26.333333333333336,0.0041,Low Risk,0
